transaction_id,account_id,amount,transaction_type,transaction_date
70d71ebc-3e4a-4fd4-adc5-ff31d2020729,c05ff94a-4c34-4885-a1b3-6f20b79d54c9,2319.22,Credit,2025-03-20 13:38:37
40fd9a28-f25e-42f2-b8ce-e2cc42ebca7f,a5812b3d-f340-46b6-b7cb-26b2b36ca475,2250.06,Debit,2025-05-29 10:27:55
a5f19b12-4777-493a-9677-aba5bff423ec,a5812b3d-f340-46b6-b7cb-26b2b36ca475,2712.74,Credit,2025-08-20 19:54:06
38c7197f-9966-4a8c-95a2-d0fb27d8974a,a5812b3d-f340-46b6-b7cb-26b2b36ca475,707.37,Debit,2025-11-07 08:46:20
ad3dfb92-3465-4692-b424-e8a0f58c3b3f,a5812b3d-f340-46b6-b7cb-26b2b36ca475,606.12,Credit,2025-08-30 23:27:55
1d5895a0-4f31-4908-8bba-5a288a35cfee,a5812b3d-f340-46b6-b7cb-26b2b36ca475,2372.97,Debit,2025-10-26 00:24:35
582858d5-bbc5-4972-a45c-6b3c440497c6,a5812b3d-f340-46b6-b7cb-26b2b36ca475,1290.7,Credit,2025-03-03 02:26:00
b88bd455-661b-4108-b48c-384993feb666,a5812b3d-f340-46b6-b7cb-26b2b36ca475,2658.61,Debit,2025-05-10 10:49:30
4474b1f5-1975-41b6-9429-9db88cf6b43a,a5812b3d-f340-46b6-b7cb-26b2b36ca475,2540.66,Debit,2025-03-11 08:25:02
186d81e6-aa4d-4d53-a9ab-b60fc49526e9,a5812b3d-f340-46b6-b7cb-26b2b36ca475,2101.78,Credit,2025-10-07 00:27:30
36872d5e-d21e-476a-9d62-c3dbaf0bab52,a5812b3d-f340-46b6-b7cb-26b2b36ca475,274.65,Credit,2025-01-18 22:52:08
f8c1b301-079c-4055-8ce4-a7360be82c05,a5812b3d-f340-46b6-b7cb-26b2b36ca475,890.57,Credit,2024-12-06 09:57:51
63e7b86a-b2b8-41e9-8eea-2fdb8ffd4aff,a5812b3d-f340-46b6-b7cb-26b2b36ca475,717.58,Debit,2025-10-29 01:59:11
b53f121e-3ea8-4593-bcb4-84f0203ef568,a5812b3d-f340-46b6-b7cb-26b2b36ca475,602.32,Debit,2025-04-27 04:24:38
42e587ee-cb62-4070-8ec7-46ef40375bc6,a5812b3d-f340-46b6-b7cb-26b2b36ca475,2366.81,Debit,2025-02-03 11:25:54
b1b459a5-3b0f-43a8-83c5-bd9e652ceafe,a5812b3d-f340-46b6-b7cb-26b2b36ca475,2291.53,Debit,2025-04-13 02:42:38
79996622-6dcc-4e03-b6a5-5d4e1b9f8a82,a5812b3d-f340-46b6-b7cb-26b2b36ca475,434.52,Credit,2025-06-03 20:08:27
7bd9fa3f-304c-42d1-9f8a-33778824558b,a5812b3d-f340-46b6-b7cb-26b2b36ca475,813.44,Credit,2025-07-09 15:48:24
1d5212a7-2834-47c5-827d-c8faa283c934,a5812b3d-f340-46b6-b7cb-26b2b36ca475,1483.68,Credit,2025-03-02 10:13:44
e06a0b41-6544-4bb7-9c2c-2a0ce55ce8d6,a5812b3d-f340-46b6-b7cb-26b2b36ca475,848.46,Credit,2025-07-23 08:23:10
06f48d0b-76eb-4db2-a143-fdc61a303a94,a5812b3d-f340-46b6-b7cb-26b2b36ca475,26.91,Credit,2025-04-08 02:28:01
b28c5954-09cf-4728-b48a-65a44d5c3330,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,1920.52,Credit,2025-03-04 05:27:07
d2968d86-bcab-4526-81a1-8f059f47efe2,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,2753.59,Credit,2025-11-11 16:36:19
2fbc38ff-ce3b-4821-a710-4af0e21a5434,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,2434.04,Credit,2025-10-02 21:54:19
a028831b-62e1-4a95-93ca-79ee4ee28481,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,2172.98,Credit,2025-03-23 20:12:12
2d508cec-0ffa-4b8b-9f39-b7637714936f,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,2832.81,Credit,2025-10-29 18:18:18
c05ad480-86f1-462f-839e-43e146db3235,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,2410.74,Credit,2025-09-02 11:55:40
615091c0-ec5e-4de7-9091-bbfdc02d15dc,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,2853.18,Credit,2025-04-18 08:26:22
70d7baff-91ca-4be2-8791-d59435fe2fed,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,2928.23,Credit,2025-06-03 03:29:05
58504fca-25ce-429c-b74e-3759aa3bb3df,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,1617.9,Debit,2025-02-27 01:26:26
7b39faf8-8f2a-4d21-8306-4384cb9f510e,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,2428.51,Debit,2024-12-12 17:49:49
746d676c-1296-4075-b3ec-a49181fe258f,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,1976.05,Debit,2025-06-19 21:26:02
52eb6902-310b-4313-8182-76b9a280b98b,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,1750.61,Credit,2025-07-18 21:37:32
dd994050-2941-4937-8199-33507548562d,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,914.12,Credit,2025-08-10 09:52:59
4b08325e-d17b-435c-9bb3-6404b7c1dffb,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,1296.99,Credit,2025-01-29 22:23:34
96e3b782-afbf-4adc-9ace-414837f97348,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,1034.33,Credit,2025-02-23 07:10:27
35ff45bf-ee2b-4c4d-bf6b-b6a26a6c49cc,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,2702.95,Debit,2025-11-08 14:33:54
e101fab7-f2b4-4b49-b4e3-fad6beafb7b1,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,708.65,Debit,2025-03-29 22:10:19
e82e5074-ca92-4c7f-bc33-e5411bc688be,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,840.87,Debit,2025-06-04 17:09:04
971a8f1c-5561-47b8-863b-99c1b2e87709,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,671.39,Debit,2025-09-22 19:56:55
e19b922f-c3de-4574-93a7-4c7e5178b658,6badc43d-b4e9-4c3c-bb01-2cbe1da23d92,705.44,Credit,2024-12-09 11:43:27
dea46431-6504-4f03-916d-01f86ec4e467,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,1032.05,Credit,2025-06-28 17:56:37
2f43b06f-ef3a-44f1-8f36-beab6bbb5e6c,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,1925.78,Credit,2025-08-05 11:25:29
155d853f-9fa8-4f0f-a805-4c88d12f226d,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,304.83,Credit,2025-06-04 10:32:27
b3fabcea-3e4a-4639-9231-5821409d327e,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,2114.98,Credit,2025-03-30 16:22:01
f4dec67f-4600-4fd3-bd7f-719ddbf43008,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,629.31,Credit,2025-01-17 18:41:02
1d5fd04a-caf8-41c4-9226-de3ed9e564d0,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,947.17,Credit,2025-11-08 04:07:56
f763ba4f-a33a-425d-b78f-587fa5c510d2,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,2749.38,Credit,2025-01-29 01:21:03
a3998583-7f77-42f0-8842-ed061241520f,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,2727.84,Credit,2025-11-24 07:40:22
9f38dd1d-ffef-4f07-ba60-64b82651155b,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,2683.88,Debit,2024-12-07 21:22:35
21b7b804-ffff-4ed0-b9f8-ab8b79122939,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,1233.85,Debit,2025-05-12 08:55:26
f69a8c40-893b-4d6f-af26-6a24b19aeb70,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,1489.62,Debit,2025-02-02 06:38:54
d4097b12-1d44-42e8-9ac4-f12d68bd3604,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,336.8,Debit,2025-01-29 05:36:51
929bc232-9c4a-4abd-bd89-ea3953d71281,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,1419.42,Credit,2025-07-08 10:11:40
c8996224-adc7-4d86-b008-ce13a4466e2e,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,1199.07,Credit,2025-06-27 01:14:15
062044aa-ad92-4481-9655-6776bb2a9297,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,2909.08,Debit,2025-10-23 05:44:49
0fdb172f-98d0-495c-85db-c193e25a1ed8,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,1783.38,Debit,2024-12-07 16:09:25
9f6d69e2-1ce8-4a33-a71d-46e38e148394,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,1376.23,Credit,2025-09-21 23:41:53
fe9880a6-4a49-48a9-a6e2-e0b5b44b92d9,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,881.72,Credit,2025-03-15 00:08:15
6f427f5a-a8df-4efd-b1aa-bb41f83eff35,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,2185.6,Credit,2025-05-21 12:35:06
c8b0a1f8-57c2-49f4-87f1-c84017f6542f,b366bcd4-7b66-4437-91f2-e5fad6d5ae61,1626.32,Credit,2025-04-03 12:27:28
c39f9336-05f5-4463-bacd-65477cb94b51,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,1447.95,Credit,2025-02-02 21:23:53
23714d00-1499-490c-b407-29acd88a79dd,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,1874.37,Debit,2025-05-30 17:07:31
b58ad6bf-8413-489d-a368-6157c51a6433,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,921.26,Debit,2025-05-12 11:47:25
2e0e87d4-09c7-4978-9abd-4b81149c2088,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,2006.87,Credit,2025-10-25 11:13:26
2b17047a-8eef-4ee4-8944-015afa79dffd,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,1516.23,Debit,2025-11-05 02:35:21
4acf5e66-7c05-4814-8ad4-2d1e06884a67,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,2199.28,Debit,2025-07-29 12:49:04
ec51563e-d554-4f4d-8be5-3eb626e9354d,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,1230.51,Debit,2025-10-01 12:00:35
4e759496-e63c-4063-b71f-d03afdd7666d,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,978.36,Credit,2025-07-30 01:56:05
5c974a6f-61bb-4e13-8055-ea64604cfc4b,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,1703.44,Credit,2025-09-13 21:33:39
5749a530-7bf2-43c3-9647-f2f0b3aa0605,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,491.05,Debit,2025-05-29 00:44:24
81c6b026-9fde-4010-a3cd-94fc6b6985c0,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,1694.9,Credit,2025-03-15 00:45:23
37d31b5c-490e-4abc-88f3-4685180f180f,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,2077.64,Credit,2025-02-09 15:58:13
8d8f30f6-734b-4c53-96ad-efbd5c0e6315,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,820.03,Credit,2025-01-19 15:10:22
ac85f8dd-6c44-4dcf-bd3c-462eb098b7a4,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,2634.41,Debit,2025-07-03 14:21:26
3e0df979-bf70-44cb-9ad3-7b7f68c35a2a,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,320.68,Credit,2025-04-06 08:08:58
c144264c-8df3-4d48-b42d-9878c133b9e9,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,1397.41,Credit,2025-03-30 05:27:39
d502009b-1091-4eaa-929c-7574aed4e8dc,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,2174.1,Debit,2025-08-27 16:09:34
e51b746b-8611-41c6-beeb-8e022afe4b0c,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,839.98,Credit,2025-04-25 19:33:55
8187ad71-1856-439c-889b-d029a179602a,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,1836.46,Credit,2025-01-25 23:57:43
893ab951-4e91-406e-a5d3-1b77c35237d9,e5ee29d2-2ef6-42e9-8945-9c04fc08dd70,2308.01,Debit,2025-06-05 04:08:00
41234c4d-94ff-4b7d-9ebd-cb49d8e02498,62dd186b-b4d5-408e-b817-89689fd8add3,2465.06,Debit,2025-05-19 20:35:36
9b4a9a94-0898-498d-86e8-b6b40f20e72c,62dd186b-b4d5-408e-b817-89689fd8add3,905.68,Debit,2025-06-08 20:28:39
71abe744-207f-497d-9ed4-12547ced67a8,62dd186b-b4d5-408e-b817-89689fd8add3,2593.16,Debit,2025-08-23 00:07:03
3a291e8b-5d7f-4aa6-b7d3-6f93a701981e,62dd186b-b4d5-408e-b817-89689fd8add3,2042.04,Credit,2025-03-28 09:45:23
6f525c5c-71be-4ef1-b901-2bfa77361d57,62dd186b-b4d5-408e-b817-89689fd8add3,1924.64,Debit,2025-09-11 13:58:10
adbc8f22-1de3-4dee-8d37-9a30c199952b,62dd186b-b4d5-408e-b817-89689fd8add3,1099.97,Debit,2025-08-27 21:36:49
0b8ad55b-9e7d-4955-82c7-3bb239e42d68,62dd186b-b4d5-408e-b817-89689fd8add3,102.77,Credit,2025-11-02 20:12:38
6c54cc28-8fbc-46a3-b918-886aa443ad1f,62dd186b-b4d5-408e-b817-89689fd8add3,683.75,Debit,2025-07-19 13:13:28
1a0b13bf-e397-4c23-a1bd-52148999393d,62dd186b-b4d5-408e-b817-89689fd8add3,274.86,Debit,2024-12-10 11:24:12
c8afc0e4-cb94-43e0-9327-7ffdc4ef3779,62dd186b-b4d5-408e-b817-89689fd8add3,445.98,Debit,2025-04-02 02:27:03
cc53ba1b-6707-43fa-97dd-0a9aa378b024,62dd186b-b4d5-408e-b817-89689fd8add3,477.12,Credit,2025-07-10 15:51:52
8bc99eb4-1882-4bbe-9164-fa349e2de7b5,62dd186b-b4d5-408e-b817-89689fd8add3,2508.78,Credit,2025-09-04 19:27:11
6899d2e8-f047-48d9-a3c2-70e6e9b99e46,62dd186b-b4d5-408e-b817-89689fd8add3,733.04,Credit,2025-05-13 05:05:58
79369824-608a-41f3-adb9-52092f43b4a1,62dd186b-b4d5-408e-b817-89689fd8add3,940.24,Credit,2024-12-17 05:14:41
85e3bcde-f5f8-44f4-97ec-022f18c575d3,62dd186b-b4d5-408e-b817-89689fd8add3,2909.93,Credit,2025-01-21 01:22:03
0158ee5b-2e66-40df-b348-9096a470c876,62dd186b-b4d5-408e-b817-89689fd8add3,1990.55,Debit,2025-09-28 02:29:42
9327a0a4-5899-4b76-9dea-e26d2ec593b0,62dd186b-b4d5-408e-b817-89689fd8add3,1631.03,Credit,2025-07-31 00:41:02
00fb245d-b256-4888-81c5-9d73e4e13630,62dd186b-b4d5-408e-b817-89689fd8add3,906.35,Debit,2025-05-11 06:24:24
7c7ef2b3-4a9d-44de-a95b-d60312947bf7,62dd186b-b4d5-408e-b817-89689fd8add3,1896.04,Credit,2025-08-29 15:03:30
a47d2b91-d0b4-4902-839d-3f9ced8072fa,62dd186b-b4d5-408e-b817-89689fd8add3,613.93,Debit,2025-05-31 00:01:57
12bbe0e2-c1c3-4569-87ef-287a1e9daf34,3bb39998-d35b-460f-b0b9-5fe2fba131f3,2549.32,Debit,2025-02-15 12:29:07
d3667cdd-0232-491e-a9eb-90011680d688,3bb39998-d35b-460f-b0b9-5fe2fba131f3,1609.82,Credit,2025-11-15 04:04:49
975e21c4-fd66-4b18-8317-d7d2f531d18b,3bb39998-d35b-460f-b0b9-5fe2fba131f3,2562.16,Credit,2024-12-06 19:51:28
49a19e89-3bbf-4c41-ac5d-66be4b84ee17,3bb39998-d35b-460f-b0b9-5fe2fba131f3,2419.21,Credit,2025-10-20 01:10:34
1eefd9a4-a46a-4623-9590-bd7bae0c6007,3bb39998-d35b-460f-b0b9-5fe2fba131f3,1314.32,Debit,2025-09-01 16:45:56
56816c40-81d7-4de2-9d6e-67ef97ed2ff5,3bb39998-d35b-460f-b0b9-5fe2fba131f3,196.18,Debit,2025-10-26 10:33:58
f7031b8b-4073-4956-8191-bf0d77340383,3bb39998-d35b-460f-b0b9-5fe2fba131f3,792.88,Debit,2025-04-28 16:40:22
ca7a6b60-458c-4583-bccc-65361dc996a6,3bb39998-d35b-460f-b0b9-5fe2fba131f3,31.42,Debit,2025-07-01 17:40:08
6ee16191-7b84-4e64-b772-d5b272a5076f,3bb39998-d35b-460f-b0b9-5fe2fba131f3,2984.22,Debit,2025-01-21 06:36:35
0a5d0d03-7da1-4886-b8d0-96ed6260587f,3bb39998-d35b-460f-b0b9-5fe2fba131f3,2194.31,Credit,2025-02-18 06:41:28
d0c60944-2bec-4afc-a55a-044e3e29ed66,3bb39998-d35b-460f-b0b9-5fe2fba131f3,1110.91,Credit,2025-07-24 03:44:40
bf46fde4-9c24-4327-81ea-96de07cc5bd5,3bb39998-d35b-460f-b0b9-5fe2fba131f3,2697.02,Credit,2025-09-02 01:19:39
eaea3819-9f47-4634-aa76-c480eff0b96e,3bb39998-d35b-460f-b0b9-5fe2fba131f3,1986.19,Credit,2025-08-10 16:13:35
63bfd59c-a3bb-4aa4-904f-69b9aa581791,3bb39998-d35b-460f-b0b9-5fe2fba131f3,2122.34,Credit,2025-10-16 00:30:11
a72a704d-9a50-47ce-bdc5-2581bdce9116,3bb39998-d35b-460f-b0b9-5fe2fba131f3,1107.89,Credit,2025-11-15 17:04:31
be2d5058-2538-48bc-b6f9-8ada542f8149,3bb39998-d35b-460f-b0b9-5fe2fba131f3,2346.69,Credit,2025-06-20 00:18:58
1fb93d26-01f7-4454-ab71-242ba9bd9e36,3bb39998-d35b-460f-b0b9-5fe2fba131f3,472.8,Credit,2025-02-14 04:23:09
19662f21-68d4-4d7c-9f94-b60588ca7739,3bb39998-d35b-460f-b0b9-5fe2fba131f3,2109.71,Debit,2025-08-09 23:17:47
7c228c70-fec8-4851-8769-9dba2482b3dc,3bb39998-d35b-460f-b0b9-5fe2fba131f3,93.39,Debit,2025-10-08 00:02:05
85997b68-3b3f-436e-bfed-941dff3dccfd,3bb39998-d35b-460f-b0b9-5fe2fba131f3,2887.71,Credit,2025-11-09 13:37:44
75fdb819-de51-422b-b8a6-f1c6be65378c,f6abfc46-845e-4ac1-bf08-c4179eafa451,134.88,Debit,2025-11-08 20:32:00
0dae0409-020f-4b7c-9d56-caddb40c790f,f6abfc46-845e-4ac1-bf08-c4179eafa451,1947.03,Credit,2025-02-14 01:52:27
d36a1d92-62c7-4124-a544-dafb07f36c22,f6abfc46-845e-4ac1-bf08-c4179eafa451,1124.01,Credit,2025-11-12 15:54:15
7a7aef91-b99a-49c0-b344-e1d59bae90fc,f6abfc46-845e-4ac1-bf08-c4179eafa451,313.43,Credit,2025-09-20 21:33:53
c8ddac1f-bd6b-4d30-8233-daef1cdcba75,f6abfc46-845e-4ac1-bf08-c4179eafa451,566.96,Debit,2025-04-27 04:13:31
dea2e363-132e-485d-b7eb-11240ceaf584,f6abfc46-845e-4ac1-bf08-c4179eafa451,2662.8,Credit,2025-05-09 15:33:32
06fac6b6-1bcd-4dbb-930d-6cb52053ead4,f6abfc46-845e-4ac1-bf08-c4179eafa451,1971.5,Credit,2025-07-15 00:54:58
7907a39b-fc4a-4914-a043-ee55383fa990,f6abfc46-845e-4ac1-bf08-c4179eafa451,795.57,Credit,2025-11-02 07:19:33
a71e5016-77d8-41ca-880e-14de659f3a1f,f6abfc46-845e-4ac1-bf08-c4179eafa451,2939.12,Credit,2025-05-09 00:08:55
8defb99a-4fdb-4cd1-a9df-b59d23e1ad6b,f6abfc46-845e-4ac1-bf08-c4179eafa451,2013.0,Credit,2025-02-27 16:03:33
d44e35fe-e010-4816-bd7b-23102aa30499,f6abfc46-845e-4ac1-bf08-c4179eafa451,420.55,Debit,2025-10-03 12:28:37
d33b01f9-6293-431d-ab08-41a0a06aed35,f6abfc46-845e-4ac1-bf08-c4179eafa451,1916.89,Debit,2025-02-12 06:57:31
17fab7c1-f341-45ab-9e5f-2450d5c96537,f6abfc46-845e-4ac1-bf08-c4179eafa451,1409.01,Debit,2025-06-18 10:30:27
bac36fd3-698d-4b8f-b245-cf01738aee67,f6abfc46-845e-4ac1-bf08-c4179eafa451,1988.13,Credit,2025-02-23 04:20:32
6a2375a4-fdd2-4b16-91f7-33d37557da26,f6abfc46-845e-4ac1-bf08-c4179eafa451,454.63,Credit,2025-11-24 13:50:53
8c1ae14d-55b8-4076-a42a-4ce95dc9b0a2,f6abfc46-845e-4ac1-bf08-c4179eafa451,1553.54,Credit,2025-10-10 21:47:00
67b66818-d9d0-44d9-a021-607b71126b73,f6abfc46-845e-4ac1-bf08-c4179eafa451,1695.37,Debit,2025-04-02 13:58:40
b4848e8c-fb41-4c42-a8e4-d671f259014e,f6abfc46-845e-4ac1-bf08-c4179eafa451,324.64,Credit,2025-03-10 21:20:58
ad0b4965-f39f-4042-8e77-ec0179b48e6f,f6abfc46-845e-4ac1-bf08-c4179eafa451,2659.35,Credit,2025-09-29 01:44:03
c8239d17-79d1-4f10-ae30-a84f1244fe30,f6abfc46-845e-4ac1-bf08-c4179eafa451,2560.88,Credit,2025-08-02 01:13:28
975b14fc-73f8-4a35-983c-fc08dd0256d2,4c27be19-372e-4cfe-8657-183c4882a3c6,1819.74,Credit,2025-01-28 02:40:43
0179db2f-34e5-4b82-8881-bf21cbeb1241,4c27be19-372e-4cfe-8657-183c4882a3c6,227.22,Credit,2025-05-31 22:05:14
d6c283e0-364f-43c3-9476-c784c75c9251,4c27be19-372e-4cfe-8657-183c4882a3c6,106.32,Credit,2025-02-22 10:30:29
a8cf1083-495d-4890-8c6f-9ea670b909c7,4c27be19-372e-4cfe-8657-183c4882a3c6,1550.88,Credit,2025-06-22 12:28:38
7f91b5ec-1115-4dde-87d2-83ccdc0172a6,4c27be19-372e-4cfe-8657-183c4882a3c6,1953.44,Credit,2025-07-04 23:00:49
6c9aa413-0aa1-4053-b838-5d0836e7ae95,4c27be19-372e-4cfe-8657-183c4882a3c6,2196.78,Credit,2025-03-11 05:30:47
52e96674-69c7-44a3-8ab2-195e6d16fd7c,4c27be19-372e-4cfe-8657-183c4882a3c6,544.25,Credit,2024-12-20 22:58:53
7eb7d0a2-647d-4c0c-b759-3c79651a8755,4c27be19-372e-4cfe-8657-183c4882a3c6,1719.81,Debit,2025-11-16 16:25:58
834e5042-3941-4411-b974-819d4efc99e5,4c27be19-372e-4cfe-8657-183c4882a3c6,2184.97,Debit,2025-03-19 12:52:03
0baac62d-12df-4791-bc6f-1f6c888e88c7,4c27be19-372e-4cfe-8657-183c4882a3c6,92.33,Debit,2025-08-05 13:36:39
6a4aed40-155b-4a2f-a045-4253b1c971d0,4c27be19-372e-4cfe-8657-183c4882a3c6,298.61,Debit,2025-04-23 01:30:55
166a3aad-7715-4e84-81b5-05d25d9738b4,4c27be19-372e-4cfe-8657-183c4882a3c6,535.96,Credit,2025-03-14 19:20:41
ae4361f0-6c31-420c-a5f5-3c22ca20e464,4c27be19-372e-4cfe-8657-183c4882a3c6,8.15,Debit,2025-10-03 01:05:49
e6f7b838-5586-48d1-9071-c85da7df53e1,4c27be19-372e-4cfe-8657-183c4882a3c6,273.84,Debit,2025-05-30 16:53:27
fd6ef9ab-1e6e-4f8f-aab3-ff360bab4809,4c27be19-372e-4cfe-8657-183c4882a3c6,665.88,Credit,2025-10-29 03:53:57
2a0b7bbb-9f26-46e7-9ebd-df9c3b88c766,4c27be19-372e-4cfe-8657-183c4882a3c6,2304.15,Credit,2025-07-30 06:02:52
f2089340-9e15-4b18-b44c-74556cbc7aac,4c27be19-372e-4cfe-8657-183c4882a3c6,158.75,Credit,2025-01-15 05:26:42
e755888a-91d8-4994-8a32-47470d166975,4c27be19-372e-4cfe-8657-183c4882a3c6,1899.39,Debit,2025-06-24 19:15:42
c8bb579d-a4a0-43fd-898b-72d549a402dc,4c27be19-372e-4cfe-8657-183c4882a3c6,1214.67,Credit,2025-07-16 02:08:01
b785b4a3-f155-4f03-a636-b034af1e0a12,4c27be19-372e-4cfe-8657-183c4882a3c6,1096.69,Credit,2025-10-02 18:54:16
06f0d038-10c1-4a97-a72d-fb0185988710,ed51a18f-1604-42a0-8aa9-851659a4fb88,633.68,Debit,2025-09-20 01:47:07
